Feature.ID	Taxon	Confidence
710543b77beb86caae91acc8e2f9ad02	d__Bacteria	0.989455593699104
5fc3b19c8af36a99bad1d92dfddff7ee	d__Bacteria	0.991417978279828
11e723a79a7d63195229ab815808abfe	d__Bacteria	0.989489507988325
aea7066be97787ca27c1748511511830	d__Bacteria	0.988369834218516
9d8bb6c01f4e527779332728c6622462	d__Bacteria	0.986612610744225
82823c0211c6d4836076653f8ff121c5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.967546184760462
40c3d6d3b803f38df3fd0d711ac09455	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.971355885971934
a2cc9b9e4667503d63e3bf11351ea9db	d__Bacteria	0.98768094062375
b501fb9a8270170fe88606bf0344d8f1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.967755691695818
0994f2f46b4d63bb9533df252c918917	d__Bacteria	0.989399261745687
f0aa3e9959b8a68796406b4d3244c298	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.96842352062173
b1c1f44d0102db5707c2780d91296b97	d__Bacteria	0.99094077861861
09f0b8747183fde20ec1a4b917f4aaa1	d__Bacteria	0.990750950884206
298a3b19d5bfe17937942d9b08f4c63f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.999640927848259
dfcb39459035828d3bf4040e53149f29	d__Bacteria	0.990802757315214
cd78e04e781d700b7726dcace8358210	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.971661200489607
c9fd9ce789a92a7db4f647d6f3357029	d__Bacteria	0.990760561445723
cedfaed7cac8449df4b42c13df2e7293	d__Bacteria	0.987850020218664
c8e7d9afa8acaa38341d4790d67acaac	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.999612104663571
420023a9b96e5778ec2092fb0e08844d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.970740932025815
b091da551ba1aa1dcfe6a33390697665	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.999608813125097
5dc84212d49b8eb4119e98327bc9133d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.969877100604268
f893afe8032193d3b3c031627b992e5f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.967986495412438
a0744797a28ac84b4f32411c58da5cce	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.99955093614392
03cd3b56bad3b9b2d92753dc063427e5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.968797821798905
ef1b5dd4f508be7289f8ed998f76fc69	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.954201485543636
596a13790f0fa556687ce9f707235a6b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.999568733607218
481da6e766441fea20dff98e448223ae	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.995199470135033
4462a08557d82e79f67fde60e2164dee	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.999528967258225
d0c508a893467d5d19dba51151554ad3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.999549912091063
a9861241821f965aafcf9381df6f3a12	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.999999989593028
fbcd502a4816c1ff95acc80b281c71f6	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.999999988376267
f56916fbc8c2ecceb935effcdca6b7b0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.995218637928748
fda171177ca405efb2ca013141123955	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.999999984515388
89acca7be95763d375728bc03e296f3a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium	0.999619874459138
8325c171875c544625ebb3addcb47b4c	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.998804939266859
